,company,transmission,fuel,seller_type,owner,year,km_driven,selling_price
380,maruti zen,Manual,Petrol,Individual,First Owner,2010,52047,175000
381,toyota innova,Manual,Diesel,Individual,Third Owner,2011,200000,450000
382,tata tiago,Automatic,Petrol,Individual,Second Owner,2019,15000,350000
383,maruti vitara,Manual,Diesel,Individual,First Owner,2018,50000,800000
384,maruti swift,Manual,Petrol,Individual,Second Owner,2011,70000,250000
385,maruti swift,Manual,Petrol,Individual,First Owner,2019,10000,600000
386,maruti swift,Manual,Diesel,Individual,First Owner,2017,90000,600000
387,maruti alto,Manual,Petrol,Individual,First Owner,2016,40000,130000
388,maruti wagon,Manual,Petrol,Individual,Second Owner,2006,62009,90000
389,hyundai i20,Manual,Petrol,Individual,Second Owner,2017,33100,595000
390,hyundai eon,Manual,Petrol,Individual,Second Owner,2014,40000,190000
391,hyundai santro,Manual,Petrol,Individual,Second Owner,1999,120000,50000
392,maruti wagon,Manual,Petrol,Individual,First Owner,2007,80000,95000
393,tata safari,Manual,Diesel,Individual,First Owner,2016,70000,1000000
394,mahindra scorpio,Manual,Petrol,Individual,Second Owner,2006,220000,220000
395,mahindra bolero,Manual,Diesel,Individual,First Owner,2010,50000,400000
396,datsun go,Manual,Petrol,Individual,Second Owner,2015,45000,315000
397,toyota fortuner,Manual,Diesel,Individual,First Owner,2014,110000,1000000
398,ford ecosport,Manual,Diesel,Individual,First Owner,2014,49000,500000
399,mahindra xuv500,Automatic,Diesel,Individual,First Owner,2018,35000,1600000
400,mahindra supro,Manual,Diesel,Individual,First Owner,2017,160000,500000
401,maruti alto,Manual,Petrol,Individual,Third Owner,2007,180000,70000
402,maruti 800,Manual,Petrol,Individual,Second Owner,2007,60000,105000
403,ford endeavour,Manual,Diesel,Individual,Third Owner,2008,110000,400000
404,maruti wagon,Manual,Petrol,Individual,Third Owner,2004,60000,80000
405,maruti alto,Manual,Petrol,Individual,First Owner,2016,30000,300000
406,mahindra kuv,Manual,Diesel,Individual,First Owner,2017,40000,409999
407,maruti swift,Manual,Petrol,Individual,First Owner,2009,70000,250000
408,tata new,Manual,Diesel,Individual,Second Owner,2010,120000,250000
409,maruti swift,Manual,Diesel,Individual,Third Owner,2012,80000,215000
410,toyota fortuner,Manual,Diesel,Individual,First Owner,2015,120000,1400000
411,honda brio,Manual,Petrol,Individual,First Owner,2018,20000,475000
412,honda brio,Manual,Petrol,Individual,First Owner,2018,22000,475000
413,chevrolet spark,Manual,Petrol,Individual,Second Owner,2008,35000,75000
414,chevrolet sail,Manual,Diesel,Individual,Second Owner,2013,120000,200000
415,tata tiago,Manual,Petrol,Individual,First Owner,2019,8000,575000
416,maruti ritz,Manual,Diesel,Individual,Second Owner,2011,40000,150000
417,maruti vitara,Manual,Diesel,Individual,First Owner,2018,10000,850000
418,hyundai santro,Manual,Petrol,Individual,First Owner,2019,30000,350000
419,ford endeavour,Manual,Diesel,Individual,Second Owner,2011,54000,550000
420,hyundai verna,Manual,Petrol,Individual,First Owner,2017,80577,330000
421,honda city,Manual,Diesel,Individual,First Owner,2017,25000,1044999
422,hyundai verna,Manual,Diesel,Individual,Second Owner,2011,127500,300000
423,hyundai eon,Manual,Petrol,Dealer,First Owner,2015,40903,235000
424,ford figo,Manual,Petrol,Individual,Third Owner,2011,60000,120000
425,maruti wagon,Manual,Petrol,Individual,First Owner,2004,46000,130000
426,ford endeavour,Manual,Diesel,Dealer,Second Owner,2004,22288,275000
427,volkswagen jetta,Manual,Diesel,Individual,Second Owner,2011,180000,270000
428,volkswagen polo,Manual,Diesel,Individual,Second Owner,2015,30000,500000
429,hyundai grand,Manual,Petrol,Dealer,First Owner,2015,61690,400000
430,hyundai i20,Manual,Petrol,Dealer,First Owner,2015,64484,600000
431,audi q5,Automatic,Diesel,Individual,Second Owner,2012,90000,1350000
432,renault duster,Manual,Diesel,Dealer,Second Owner,2013,75976,400000
433,ford figo,Manual,Diesel,Individual,Second Owner,2011,70000,220000
434,honda brio,Manual,Petrol,Dealer,Second Owner,2012,85962,300000
435,maruti omni,Manual,Petrol,Individual,First Owner,2018,120000,250000
436,honda mobilio,Manual,Diesel,Individual,First Owner,2015,120000,600000
437,honda brio,Automatic,Petrol,Individual,Second Owner,2012,75000,285000
438,honda accord,Manual,Petrol,Dealer,First Owner,2009,57035,350000
439,mahindra bolero,Manual,Diesel,Individual,Third Owner,2011,70000,170000
440,ford figo,Manual,Petrol,Individual,First Owner,2015,45000,229999
441,mahindra xuv500,Manual,Diesel,Dealer,Second Owner,2013,72104,500000
442,tata nano,Manual,Petrol,Individual,First Owner,2011,15000,75000
443,hyundai i20,Manual,Petrol,Individual,First Owner,2016,30000,600000
444,tata indigo,Manual,Diesel,Individual,First Owner,2011,80000,220000
445,tata indica,Manual,Diesel,Individual,Second Owner,2009,164000,150000
446,maruti alto,Manual,Petrol,Individual,Second Owner,2006,124439,65000
447,maruti zen,Manual,Petrol,Individual,Second Owner,2006,77000,120000
448,maruti swift,Manual,Diesel,Individual,First Owner,2014,90000,240000
449,renault kwid,Manual,Petrol,Individual,First Owner,2017,30000,390000
450,chevrolet beat,Manual,Petrol,Individual,First Owner,2012,50000,180000
451,maruti swift,Manual,Diesel,Individual,Second Owner,2012,80000,320000
452,maruti alto,Manual,Petrol,Individual,First Owner,2018,5000,310000
453,maruti wagon,Automatic,Petrol,Individual,First Owner,2018,24000,420000
454,tata tiago,Manual,Petrol,Individual,First Owner,2019,10000,550000
455,maruti ertiga,Manual,Diesel,Individual,Third Owner,2016,78000,550000
456,mahindra tuv,Manual,Diesel,Individual,First Owner,2018,50000,760000
457,maruti 800,Manual,Petrol,Individual,Second Owner,2001,100000,43000
458,maruti omni,Manual,Petrol,Individual,First Owner,2018,20000,250000
459,hyundai santro,Manual,Petrol,Individual,First Owner,2019,1250,500000
460,tata zest,Manual,Petrol,Individual,First Owner,2015,17152,380000
461,mahindra xuv500,Automatic,Diesel,Individual,First Owner,2019,5000,1850000
462,volkswagen polo,Manual,Diesel,Individual,First Owner,2012,77000,350000
463,hyundai verna,Manual,Diesel,Individual,Second Owner,2008,90000,195000
464,chevrolet beat,Manual,Petrol,Individual,Second Owner,2011,80000,225000
465,toyota innova,Manual,Diesel,Individual,First Owner,2015,65000,1125000
466,tata indica,Manual,Diesel,Individual,First Owner,2011,80000,133000
467,hyundai eon,Manual,Petrol,Individual,First Owner,2013,24005,200000
468,maruti vitara,Manual,Diesel,Individual,First Owner,2018,20000,940000
469,renault duster,Manual,Diesel,Individual,First Owner,2014,120000,400000
470,hyundai i10,Manual,Petrol,Individual,Second Owner,2009,120000,120000
471,maruti swift,Manual,Diesel,Individual,First Owner,2015,80000,625000
472,maruti swift,Manual,Petrol,Individual,First Owner,2005,80000,110000
473,renault duster,Manual,Diesel,Individual,First Owner,2012,100000,490000
474,maruti alto,Manual,Petrol,Individual,Second Owner,2009,120000,140000
475,ford figo,Manual,Diesel,Individual,Second Owner,2011,149000,175000
476,maruti wagon,Manual,Petrol,Individual,Second Owner,2005,65000,90000
477,maruti swift,Manual,Diesel,Individual,Second Owner,2009,100000,275000
478,volkswagen vento,Manual,Diesel,Individual,Second Owner,2011,65000,300000
479,datsun go,Manual,Petrol,Individual,Second Owner,2018,19000,270000
480,chevrolet beat,Manual,Petrol,Individual,Second Owner,2010,80000,130000
481,maruti alto,Manual,Petrol,Individual,First Owner,2015,30000,275000
482,maruti swift,Manual,Diesel,Individual,First Owner,2012,109000,352000
483,hyundai eon,Manual,LPG,Individual,First Owner,2012,90000,180000
484,maruti alto,Manual,Petrol,Individual,First Owner,2012,90000,150000
485,volkswagen vento,Manual,Diesel,Individual,Second Owner,2011,65000,300000
486,maruti swift,Manual,Diesel,Individual,Second Owner,2010,110000,300000
487,mahindra bolero,Manual,Diesel,Individual,First Owner,2007,120000,225000
488,honda mobilio,Manual,Diesel,Individual,First Owner,2014,44000,600000
489,maruti ertiga,Manual,Petrol,Individual,First Owner,2015,80000,500000
490,honda br-v,Manual,Petrol,Individual,First Owner,2018,5000,900000
491,hyundai i20,Manual,Petrol,Individual,First Owner,2016,61000,600000
492,toyota etios,Manual,Diesel,Individual,Second Owner,2011,100000,450000
493,hyundai i10,Manual,Petrol,Individual,First Owner,2009,27633,270000
494,maruti swift,Manual,Diesel,Individual,Third Owner,2010,100000,310000
495,hyundai santro,Manual,LPG,Individual,First Owner,2012,100000,250000
496,ford figo,Manual,Petrol,Dealer,First Owner,2019,12586,700000
497,fiat avventura,Manual,Diesel,Dealer,First Owner,2018,38083,650000
498,ford figo,Manual,Diesel,Dealer,First Owner,2012,55328,400000
499,ford figo,Manual,Diesel,Dealer,First Owner,2012,81632,425000
500,ford aspire,Manual,Diesel,Dealer,First Owner,2016,155201,600000
501,ford ecosport,Manual,Diesel,Dealer,First Owner,2013,93283,600000
502,maruti swift,Manual,Diesel,Dealer,First Owner,2009,217871,300000
503,ford fiesta,Manual,Diesel,Dealer,First Owner,2012,90165,450000
504,ford ecosport,Manual,Diesel,Dealer,First Owner,2014,101504,750000
505,ford figo,Manual,Diesel,Dealer,Second Owner,2010,86017,325000
506,mahindra xuv500,Manual,Diesel,Dealer,Second Owner,2013,85036,900000
507,ford ikon,Manual,Petrol,Dealer,Second Owner,2006,91086,180000
508,fiat punto,Manual,Diesel,Dealer,Second Owner,2013,160254,350000
509,ford ecosport,Manual,Diesel,Dealer,Second Owner,2013,125531,600000
510,honda wr-v,Manual,Diesel,Individual,First Owner,2019,60000,900000
511,skoda laura,Manual,Diesel,Individual,First Owner,2006,100000,350000
512,maruti ritz,Manual,Diesel,Individual,Third Owner,2013,90000,280000
513,mahindra xylo,Manual,Diesel,Individual,Second Owner,2009,120000,225000
514,honda city,Manual,Diesel,Individual,First Owner,2014,82000,520000
515,mahindra scorpio,Manual,Diesel,Individual,First Owner,2016,60000,509999
516,maruti baleno,Manual,Petrol,Individual,First Owner,2019,24000,556000
517,tata indigo,Manual,Diesel,Individual,First Owner,2014,120000,225000
518,honda amaze,Manual,Diesel,Dealer,First Owner,2013,65000,325000
519,maruti swift,Manual,Diesel,Dealer,First Owner,2013,65000,365000
520,hyundai creta,Manual,Diesel,Dealer,First Owner,2015,84000,850000
521,toyota etios,Manual,Diesel,Dealer,First Owner,2013,75000,350000
522,maruti swift,Manual,Diesel,Dealer,First Owner,2007,50000,225000
523,maruti alto,Manual,Petrol,Individual,First Owner,2011,50000,135000
524,maruti wagon,Manual,Petrol,Dealer,First Owner,2007,49000,140000
525,maruti sx4,Manual,Diesel,Dealer,First Owner,2016,560000,665000
526,renault kwid,Manual,Petrol,Dealer,First Owner,2015,14365,275000
527,toyota fortuner,Automatic,Diesel,Individual,First Owner,2017,41000,2750000
528,hyundai verna,Manual,Diesel,Dealer,First Owner,2013,65000,484999
529,maruti ciaz,Manual,Diesel,Dealer,First Owner,2015,65000,565000
530,maruti swift,Manual,Diesel,Dealer,First Owner,2013,61083,425000
531,toyota innova,Manual,Diesel,Individual,First Owner,2013,75000,925000
532,mahindra scorpio,Manual,Diesel,Dealer,First Owner,2012,72000,565000
533,renault duster,Manual,Diesel,Dealer,First Owner,2014,65000,525000
534,hyundai tucson,Manual,Diesel,Dealer,First Owner,2017,55000,1650000
535,hyundai eon,Manual,Petrol,Dealer,Second Owner,2015,21000,295000
536,jaguar xf,Automatic,Petrol,Dealer,Second Owner,2012,66363,2050000
537,hyundai creta,Automatic,Petrol,Dealer,First Owner,2018,11700,1475000
538,hyundai verna,Automatic,Petrol,Individual,First Owner,2017,10000,1100000
539,mercedes-benz gl-class,Automatic,Diesel,Individual,Second Owner,2014,100000,4400000
540,maruti swift,Manual,Petrol,Trustmark Dealer,First Owner,2016,7104,670000
541,maruti s-cross,Manual,Diesel,Trustmark Dealer,First Owner,2015,45974,750000
542,hyundai verna,Manual,Petrol,Trustmark Dealer,First Owner,2015,55340,760000
543,volkswagen polo,Automatic,Petrol,Dealer,Second Owner,2017,20000,850000
544,renault pulse,Manual,Diesel,Trustmark Dealer,First Owner,2015,61585,390000
545,maruti celerio,Automatic,Petrol,Trustmark Dealer,Second Owner,2016,39415,450000
546,honda brio,Manual,Petrol,Trustmark Dealer,First Owner,2014,29654,425000
547,maruti baleno,Manual,Diesel,Trustmark Dealer,First Owner,2016,64672,770000
548,hyundai creta,Automatic,Diesel,Trustmark Dealer,Second Owner,2015,54634,1150000
549,honda city,Manual,Petrol,Trustmark Dealer,First Owner,2015,66521,775000
550,toyota innova,Automatic,Diesel,Dealer,Second Owner,2018,23974,1725000
551,bmw 3,Automatic,Diesel,Dealer,First Owner,2016,43000,2150000
552,renault duster,Manual,Diesel,Dealer,Second Owner,2013,1000,450000
553,mercedes-benz c-class,Automatic,Diesel,Dealer,First Owner,2018,10000,3800000
554,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
555,bmw x5,Automatic,Diesel,Dealer,First Owner,2019,30000,4950000
556,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
557,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,110000,225000
558,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19890,550000
559,maruti swift,Manual,Petrol,Trustmark Dealer,First Owner,2016,7104,670000
560,maruti ertiga,Manual,Petrol,Trustmark Dealer,First Owner,2015,11918,625000
561,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,10510,520000
562,chevrolet beat,Manual,Petrol,Dealer,First Owner,2016,41000,239000
563,toyota fortuner,Automatic,Diesel,Trustmark Dealer,First Owner,2017,47162,2600000
564,maruti s-cross,Manual,Diesel,Trustmark Dealer,First Owner,2015,45974,750000
565,hyundai i10,Manual,Petrol,Dealer,First Owner,2012,49824,229999
566,audi a6,Automatic,Diesel,Dealer,First Owner,2013,58500,1300000
567,hyundai santro,Manual,Petrol,Dealer,First Owner,2005,56580,80000
568,skoda laura,Manual,Diesel,Dealer,First Owner,2012,52000,385000
569,hyundai verna,Manual,Petrol,Trustmark Dealer,First Owner,2015,55340,760000
570,maruti swift,Manual,Diesel,Trustmark Dealer,First Owner,2017,46507,600000
571,renault duster,Manual,Diesel,Dealer,Second Owner,2013,1000,450000
572,mercedes-benz c-class,Automatic,Diesel,Dealer,First Owner,2018,10000,3800000
573,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
574,bmw x5,Automatic,Diesel,Dealer,First Owner,2019,30000,4950000
575,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
576,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,110000,225000
577,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19890,550000
578,maruti swift,Manual,Petrol,Trustmark Dealer,First Owner,2016,7104,670000
579,maruti ertiga,Manual,Petrol,Trustmark Dealer,First Owner,2015,11918,625000
580,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,10510,520000
581,chevrolet beat,Manual,Petrol,Dealer,First Owner,2016,41000,239000
582,toyota fortuner,Automatic,Diesel,Trustmark Dealer,First Owner,2017,47162,2600000
583,maruti s-cross,Manual,Diesel,Trustmark Dealer,First Owner,2015,45974,750000
584,hyundai i10,Manual,Petrol,Dealer,First Owner,2012,49824,229999
585,audi a6,Automatic,Diesel,Dealer,First Owner,2013,58500,1300000
586,hyundai santro,Manual,Petrol,Dealer,First Owner,2005,56580,80000
587,skoda laura,Manual,Diesel,Dealer,First Owner,2012,52000,385000
588,hyundai verna,Manual,Petrol,Trustmark Dealer,First Owner,2015,55340,760000
589,maruti swift,Manual,Diesel,Trustmark Dealer,First Owner,2017,46507,600000
590,renault duster,Manual,Diesel,Dealer,Second Owner,2013,1000,450000
591,mercedes-benz c-class,Automatic,Diesel,Dealer,First Owner,2018,10000,3800000
592,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
593,bmw x5,Automatic,Diesel,Dealer,First Owner,2019,30000,4950000
594,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
595,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,110000,225000
596,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19890,550000
597,maruti swift,Manual,Petrol,Trustmark Dealer,First Owner,2016,7104,670000
598,maruti ertiga,Manual,Petrol,Trustmark Dealer,First Owner,2015,11918,625000
599,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,10510,520000
600,chevrolet beat,Manual,Petrol,Dealer,First Owner,2016,41000,239000
601,toyota fortuner,Automatic,Diesel,Trustmark Dealer,First Owner,2017,47162,2600000
602,maruti s-cross,Manual,Diesel,Trustmark Dealer,First Owner,2015,45974,750000
603,hyundai i10,Manual,Petrol,Dealer,First Owner,2012,49824,229999
604,audi a6,Automatic,Diesel,Dealer,First Owner,2013,58500,1300000
605,hyundai santro,Manual,Petrol,Dealer,First Owner,2005,56580,80000
606,skoda laura,Manual,Diesel,Dealer,First Owner,2012,52000,385000
607,hyundai verna,Manual,Petrol,Trustmark Dealer,First Owner,2015,55340,760000
608,maruti swift,Manual,Diesel,Trustmark Dealer,First Owner,2017,46507,600000
609,renault duster,Manual,Diesel,Dealer,Second Owner,2013,1000,450000
610,mercedes-benz c-class,Automatic,Diesel,Dealer,First Owner,2018,10000,3800000
611,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
612,bmw x5,Automatic,Diesel,Dealer,First Owner,2019,30000,4950000
613,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
614,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,110000,225000
615,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,19890,550000
616,maruti swift,Manual,Petrol,Trustmark Dealer,First Owner,2016,7104,670000
617,maruti ertiga,Manual,Petrol,Trustmark Dealer,First Owner,2015,11918,625000
618,hyundai grand,Automatic,Petrol,Dealer,First Owner,2017,10510,520000
619,chevrolet beat,Manual,Petrol,Dealer,First Owner,2016,41000,239000
620,toyota fortuner,Automatic,Diesel,Trustmark Dealer,First Owner,2017,47162,2600000
621,maruti s-cross,Manual,Diesel,Trustmark Dealer,First Owner,2015,45974,750000
622,hyundai i10,Manual,Petrol,Dealer,First Owner,2012,49824,229999
